Territorio,Sesso_c,DATE,Value
Lombardia,TOTALE,2018-12-09,10059809
Lombardia,TOTALE,2018-12-10,10059842
Lombardia,TOTALE,2018-12-11,10059875
Lombardia,TOTALE,2018-12-12,10059908
Lombardia,TOTALE,2018-12-13,10059942
Lombardia,TOTALE,2018-12-14,10059975
Lombardia,TOTALE,2018-12-15,10060008
Lombardia,TOTALE,2018-12-16,10060041
Lombardia,TOTALE,2018-12-17,10060075
Lombardia,TOTALE,2018-12-18,10060108
Lombardia,TOTALE,2018-12-19,10060141
Lombardia,TOTALE,2018-12-20,10060174
Lombardia,TOTALE,2018-12-21,10060208
Lombardia,TOTALE,2018-12-22,10060241
Lombardia,TOTALE,2018-12-23,10060274
Lombardia,TOTALE,2018-12-24,10060307
Lombardia,TOTALE,2018-12-25,10060341
Lombardia,TOTALE,2018-12-26,10060374
Lombardia,TOTALE,2018-12-27,10060407
Lombardia,TOTALE,2018-12-28,10060440
Lombardia,TOTALE,2018-12-29,10060474
Lombardia,TOTALE,2018-12-30,10060507
Lombardia,TOTALE,2018-12-31,10060540
Lombardia,TOTALE,2019-01-01,10060574
Lombardia,TOTALE,2019-01-02,10060514
Lombardia,TOTALE,2019-01-03,10060454
Lombardia,TOTALE,2019-01-04,10060394
Lombardia,TOTALE,2019-01-05,10060334
Lombardia,TOTALE,2019-01-06,10060274
Lombardia,TOTALE,2019-01-07,10060214
Lombardia,TOTALE,2019-01-08,10060154
Lombardia,TOTALE,2019-01-09,10060095
Lombardia,TOTALE,2019-01-10,10060035
Lombardia,TOTALE,2019-01-11,10059975
Lombardia,TOTALE,2019-01-12,10059915
Lombardia,TOTALE,2019-01-13,10059855
Lombardia,TOTALE,2019-01-14,10059795
Lombardia,TOTALE,2019-01-15,10059735
Lombardia,TOTALE,2019-01-16,10059675
Lombardia,TOTALE,2019-01-17,10059616
Lombardia,TOTALE,2019-01-18,10059556
Lombardia,TOTALE,2019-01-19,10059496
Lombardia,TOTALE,2019-01-20,10059436
Lombardia,TOTALE,2019-01-21,10059376
Lombardia,TOTALE,2019-01-22,10059316
Lombardia,TOTALE,2019-01-23,10059256
Lombardia,TOTALE,2019-01-24,10059196
Lombardia,TOTALE,2019-01-25,10059137
Lombardia,TOTALE,2019-01-26,10059077
Lombardia,TOTALE,2019-01-27,10059017
Lombardia,TOTALE,2019-01-28,10058957
Lombardia,TOTALE,2019-01-29,10058897
Lombardia,TOTALE,2019-01-30,10058837
Lombardia,TOTALE,2019-01-31,10058777
Lombardia,TOTALE,2019-02-01,10058718
Lombardia,TOTALE,2019-02-02,10058799
Lombardia,TOTALE,2019-02-03,10058880
Lombardia,TOTALE,2019-02-04,10058961
Lombardia,TOTALE,2019-02-05,10059042
Lombardia,TOTALE,2019-02-06,10059123
Lombardia,TOTALE,2019-02-07,10059205
Lombardia,TOTALE,2019-02-08,10059286
Lombardia,TOTALE,2019-02-09,10059367
Lombardia,TOTALE,2019-02-10,10059448
Lombardia,TOTALE,2019-02-11,10059529
Lombardia,TOTALE,2019-02-12,10059610
Lombardia,TOTALE,2019-02-13,10059692
Lombardia,TOTALE,2019-02-14,10059773
Lombardia,TOTALE,2019-02-15,10059854
Lombardia,TOTALE,2019-02-16,10059935
Lombardia,TOTALE,2019-02-17,10060016
Lombardia,TOTALE,2019-02-18,10060098
Lombardia,TOTALE,2019-02-19,10060179
Lombardia,TOTALE,2019-02-20,10060260
Lombardia,TOTALE,2019-02-21,10060341
Lombardia,TOTALE,2019-02-22,10060422
Lombardia,TOTALE,2019-02-23,10060503
Lombardia,TOTALE,2019-02-24,10060585
Lombardia,TOTALE,2019-02-25,10060666
Lombardia,TOTALE,2019-02-26,10060747
Lombardia,TOTALE,2019-02-27,10060828
Lombardia,TOTALE,2019-02-28,10060909
Lombardia,TOTALE,2019-03-01,10060991
Lombardia,TOTALE,2019-03-02,10061068
Lombardia,TOTALE,2019-03-03,10061146
Lombardia,TOTALE,2019-03-04,10061224
Lombardia,TOTALE,2019-03-05,10061302
Lombardia,TOTALE,2019-03-06,10061379
Lombardia,TOTALE,2019-03-07,10061457
Lombardia,TOTALE,2019-03-08,10061535
Lombardia,TOTALE,2019-03-09,10061613
Lombardia,TOTALE,2019-03-10,10061690
Lombardia,TOTALE,2019-03-11,10061768
Lombardia,TOTALE,2019-03-12,10061846
Lombardia,TOTALE,2019-03-13,10061924
Lombardia,TOTALE,2019-03-14,10062002
Lombardia,TOTALE,2019-03-15,10062079
Lombardia,TOTALE,2019-03-16,10062157
Lombardia,TOTALE,2019-03-17,10062235
Lombardia,TOTALE,2019-03-18,10062313
Lombardia,TOTALE,2019-03-19,10062390
Lombardia,TOTALE,2019-03-20,10062468
Lombardia,TOTALE,2019-03-21,10062546
Lombardia,TOTALE,2019-03-22,10062624
Lombardia,TOTALE,2019-03-23,10062702
Lombardia,TOTALE,2019-03-24,10062779
Lombardia,TOTALE,2019-03-25,10062857
Lombardia,TOTALE,2019-03-26,10062935
Lombardia,TOTALE,2019-03-27,10063013
Lombardia,TOTALE,2019-03-28,10063090
Lombardia,TOTALE,2019-03-29,10063168
Lombardia,TOTALE,2019-03-30,10063246
Lombardia,TOTALE,2019-03-31,10063324
Lombardia,TOTALE,2019-04-01,10063402
Lombardia,TOTALE,2019-04-02,10063537
Lombardia,TOTALE,2019-04-03,10063672
Lombardia,TOTALE,2019-04-04,10063807
Lombardia,TOTALE,2019-04-05,10063942
Lombardia,TOTALE,2019-04-06,10064077
Lombardia,TOTALE,2019-04-07,10064212
Lombardia,TOTALE,2019-04-08,10064347
Lombardia,TOTALE,2019-04-09,10064482
Lombardia,TOTALE,2019-04-10,10064617
Lombardia,TOTALE,2019-04-11,10064752
Lombardia,TOTALE,2019-04-12,10064887
Lombardia,TOTALE,2019-04-13,10065022
Lombardia,TOTALE,2019-04-14,10065157
Lombardia,TOTALE,2019-04-15,10065292
Lombardia,TOTALE,2019-04-16,10065427
Lombardia,TOTALE,2019-04-17,10065562
Lombardia,TOTALE,2019-04-18,10065697
Lombardia,TOTALE,2019-04-19,10065832
Lombardia,TOTALE,2019-04-20,10065967
Lombardia,TOTALE,2019-04-21,10066102
Lombardia,TOTALE,2019-04-22,10066237
Lombardia,TOTALE,2019-04-23,10066372
Lombardia,TOTALE,2019-04-24,10066507
Lombardia,TOTALE,2019-04-25,10066642
Lombardia,TOTALE,2019-04-26,10066777
Lombardia,TOTALE,2019-04-27,10066912
Lombardia,TOTALE,2019-04-28,10067047
Lombardia,TOTALE,2019-04-29,10067182
Lombardia,TOTALE,2019-04-30,10067317
Lombardia,TOTALE,2019-05-01,10067452
Lombardia,TOTALE,2019-05-02,10067571
Lombardia,TOTALE,2019-05-03,10067691
Lombardia,TOTALE,2019-05-04,10067811
Lombardia,TOTALE,2019-05-05,10067931
Lombardia,TOTALE,2019-05-06,10068051
Lombardia,TOTALE,2019-05-07,10068171
Lombardia,TOTALE,2019-05-08,10068290
Lombardia,TOTALE,2019-05-09,10068410
Lombardia,TOTALE,2019-05-10,10068530
Lombardia,TOTALE,2019-05-11,10068650
Lombardia,TOTALE,2019-05-12,10068770
Lombardia,TOTALE,2019-05-13,10068890
Lombardia,TOTALE,2019-05-14,10069009
Lombardia,TOTALE,2019-05-15,10069129
Lombardia,TOTALE,2019-05-16,10069249
Lombardia,TOTALE,2019-05-17,10069369
Lombardia,TOTALE,2019-05-18,10069489
Lombardia,TOTALE,2019-05-19,10069609
Lombardia,TOTALE,2019-05-20,10069728
Lombardia,TOTALE,2019-05-21,10069848
Lombardia,TOTALE,2019-05-22,10069968
Lombardia,TOTALE,2019-05-23,10070088
Lombardia,TOTALE,2019-05-24,10070208
Lombardia,TOTALE,2019-05-25,10070328
Lombardia,TOTALE,2019-05-26,10070447
Lombardia,TOTALE,2019-05-27,10070567
Lombardia,TOTALE,2019-05-28,10070687
Lombardia,TOTALE,2019-05-29,10070807
Lombardia,TOTALE,2019-05-30,10070927
Lombardia,TOTALE,2019-05-31,10071047
Lombardia,TOTALE,2019-06-01,10071167
Lombardia,TOTALE,2019-06-02,10071194
Lombardia,TOTALE,2019-06-03,10071221
Lombardia,TOTALE,2019-06-04,10071249
Lombardia,TOTALE,2019-06-05,10071276
Lombardia,TOTALE,2019-06-06,10071303
Lombardia,TOTALE,2019-06-07,10071331
Lombardia,TOTALE,2019-06-08,10071358
Lombardia,TOTALE,2019-06-09,10071385
Lombardia,TOTALE,2019-06-10,10071413
Lombardia,TOTALE,2019-06-11,10071440
Lombardia,TOTALE,2019-06-12,10071467
Lombardia,TOTALE,2019-06-13,10071495
Lombardia,TOTALE,2019-06-14,10071522
Lombardia,TOTALE,2019-06-15,10071549
Lombardia,TOTALE,2019-06-16,10071577
Lombardia,TOTALE,2019-06-17,10071604
Lombardia,TOTALE,2019-06-18,10071631
Lombardia,TOTALE,2019-06-19,10071659
Lombardia,TOTALE,2019-06-20,10071686
Lombardia,TOTALE,2019-06-21,10071713
Lombardia,TOTALE,2019-06-22,10071741
Lombardia,TOTALE,2019-06-23,10071768
Lombardia,TOTALE,2019-06-24,10071795
Lombardia,TOTALE,2019-06-25,10071823
Lombardia,TOTALE,2019-06-26,10071850
Lombardia,TOTALE,2019-06-27,10071877
Lombardia,TOTALE,2019-06-28,10071905
Lombardia,TOTALE,2019-06-29,10071932
Lombardia,TOTALE,2019-06-30,10071959
Lombardia,TOTALE,2019-07-01,10071987
Lombardia,TOTALE,2019-07-02,10072089
Lombardia,TOTALE,2019-07-03,10072192
Lombardia,TOTALE,2019-07-04,10072295
Lombardia,TOTALE,2019-07-05,10072398
Lombardia,TOTALE,2019-07-06,10072500
Lombardia,TOTALE,2019-07-07,10072603
Lombardia,TOTALE,2019-07-08,10072706
Lombardia,TOTALE,2019-07-09,10072809
Lombardia,TOTALE,2019-07-10,10072911
Lombardia,TOTALE,2019-07-11,10073014
Lombardia,TOTALE,2019-07-12,10073117
Lombardia,TOTALE,2019-07-13,10073220
Lombardia,TOTALE,2019-07-14,10073323
Lombardia,TOTALE,2019-07-15,10073425
Lombardia,TOTALE,2019-07-16,10073528
Lombardia,TOTALE,2019-07-17,10073631
Lombardia,TOTALE,2019-07-18,10073734
Lombardia,TOTALE,2019-07-19,10073836
Lombardia,TOTALE,2019-07-20,10073939
Lombardia,TOTALE,2019-07-21,10074042
Lombardia,TOTALE,2019-07-22,10074145
Lombardia,TOTALE,2019-07-23,10074248
Lombardia,TOTALE,2019-07-24,10074350
Lombardia,TOTALE,2019-07-25,10074453
Lombardia,TOTALE,2019-07-26,10074556
Lombardia,TOTALE,2019-07-27,10074659
Lombardia,TOTALE,2019-07-28,10074761
Lombardia,TOTALE,2019-07-29,10074864
Lombardia,TOTALE,2019-07-30,10074967
Lombardia,TOTALE,2019-07-31,10075070
Lombardia,TOTALE,2019-08-01,10075173
Lombardia,TOTALE,2019-08-02,10075254
Lombardia,TOTALE,2019-08-03,10075336
Lombardia,TOTALE,2019-08-04,10075417
Lombardia,TOTALE,2019-08-05,10075499
Lombardia,TOTALE,2019-08-06,10075580
Lombardia,TOTALE,2019-08-07,10075662
Lombardia,TOTALE,2019-08-08,10075743
Lombardia,TOTALE,2019-08-09,10075825
Lombardia,TOTALE,2019-08-10,10075906
Lombardia,TOTALE,2019-08-11,10075988
Lombardia,TOTALE,2019-08-12,10076069
Lombardia,TOTALE,2019-08-13,10076151
Lombardia,TOTALE,2019-08-14,10076232
Lombardia,TOTALE,2019-08-15,10076314
Lombardia,TOTALE,2019-08-16,10076395
Lombardia,TOTALE,2019-08-17,10076477
Lombardia,TOTALE,2019-08-18,10076558
Lombardia,TOTALE,2019-08-19,10076640
Lombardia,TOTALE,2019-08-20,10076721
Lombardia,TOTALE,2019-08-21,10076803
Lombardia,TOTALE,2019-08-22,10076884
Lombardia,TOTALE,2019-08-23,10076966
Lombardia,TOTALE,2019-08-24,10077047
Lombardia,TOTALE,2019-08-25,10077129
Lombardia,TOTALE,2019-08-26,10077210
Lombardia,TOTALE,2019-08-27,10077292
Lombardia,TOTALE,2019-08-28,10077373
Lombardia,TOTALE,2019-08-29,10077455
Lombardia,TOTALE,2019-08-30,10077536
Lombardia,TOTALE,2019-08-31,10077618
Lombardia,TOTALE,2019-09-01,10077700
Lombardia,TOTALE,2019-09-02,10077800
Lombardia,TOTALE,2019-09-03,10077900
Lombardia,TOTALE,2019-09-04,10078001
Lombardia,TOTALE,2019-09-05,10078101
Lombardia,TOTALE,2019-09-06,10078201
Lombardia,TOTALE,2019-09-07,10078302
Lombardia,TOTALE,2019-09-08,10078402
Lombardia,TOTALE,2019-09-09,10078502
Lombardia,TOTALE,2019-09-10,10078603
Lombardia,TOTALE,2019-09-11,10078703
Lombardia,TOTALE,2019-09-12,10078804
Lombardia,TOTALE,2019-09-13,10078904
Lombardia,TOTALE,2019-09-14,10079004
Lombardia,TOTALE,2019-09-15,10079105
Lombardia,TOTALE,2019-09-16,10079205
Lombardia,TOTALE,2019-09-17,10079305
Lombardia,TOTALE,2019-09-18,10079406
Lombardia,TOTALE,2019-09-19,10079506
Lombardia,TOTALE,2019-09-20,10079606
Lombardia,TOTALE,2019-09-21,10079707
Lombardia,TOTALE,2019-09-22,10079807
Lombardia,TOTALE,2019-09-23,10079908
Lombardia,TOTALE,2019-09-24,10080008
Lombardia,TOTALE,2019-09-25,10080108
Lombardia,TOTALE,2019-09-26,10080209
Lombardia,TOTALE,2019-09-27,10080309
Lombardia,TOTALE,2019-09-28,10080409
Lombardia,TOTALE,2019-09-29,10080510
Lombardia,TOTALE,2019-09-30,10080610
Lombardia,TOTALE,2019-10-01,10080711
Lombardia,TOTALE,2019-10-02,10080850
Lombardia,TOTALE,2019-10-03,10080989
Lombardia,TOTALE,2019-10-04,10081128
Lombardia,TOTALE,2019-10-05,10081267
Lombardia,TOTALE,2019-10-06,10081406
Lombardia,TOTALE,2019-10-07,10081545
Lombardia,TOTALE,2019-10-08,10081684
Lombardia,TOTALE,2019-10-09,10081823
Lombardia,TOTALE,2019-10-10,10081962
Lombardia,TOTALE,2019-10-11,10082101
Lombardia,TOTALE,2019-10-12,10082240
Lombardia,TOTALE,2019-10-13,10082379
Lombardia,TOTALE,2019-10-14,10082518
Lombardia,TOTALE,2019-10-15,10082657
Lombardia,TOTALE,2019-10-16,10082796
Lombardia,TOTALE,2019-10-17,10082935
Lombardia,TOTALE,2019-10-18,10083074
Lombardia,TOTALE,2019-10-19,10083213
Lombardia,TOTALE,2019-10-20,10083352
Lombardia,TOTALE,2019-10-21,10083491
Lombardia,TOTALE,2019-10-22,10083630
Lombardia,TOTALE,2019-10-23,10083769
Lombardia,TOTALE,2019-10-24,10083908
Lombardia,TOTALE,2019-10-25,10084047
Lombardia,TOTALE,2019-10-26,10084186
Lombardia,TOTALE,2019-10-27,10084325
Lombardia,TOTALE,2019-10-28,10084464
Lombardia,TOTALE,2019-10-29,10084603
Lombardia,TOTALE,2019-10-30,10084742
Lombardia,TOTALE,2019-10-31,10084881
Lombardia,TOTALE,2019-11-01,10085021
Lombardia,TOTALE,2019-11-02,10085109
Lombardia,TOTALE,2019-11-03,10085198
Lombardia,TOTALE,2019-11-04,10085287
Lombardia,TOTALE,2019-11-05,10085376
Lombardia,TOTALE,2019-11-06,10085465
Lombardia,TOTALE,2019-11-07,10085554
Lombardia,TOTALE,2019-11-08,10085643
Lombardia,TOTALE,2019-11-09,10085732
Lombardia,TOTALE,2019-11-10,10085821
Lombardia,TOTALE,2019-11-11,10085910
Lombardia,TOTALE,2019-11-12,10085999
Lombardia,TOTALE,2019-11-13,10086088
Lombardia,TOTALE,2019-11-14,10086177
Lombardia,TOTALE,2019-11-15,10086266
Lombardia,TOTALE,2019-11-16,10086355
Lombardia,TOTALE,2019-11-17,10086444
Lombardia,TOTALE,2019-11-18,10086533
Lombardia,TOTALE,2019-11-19,10086622
Lombardia,TOTALE,2019-11-20,10086711
Lombardia,TOTALE,2019-11-21,10086800
Lombardia,TOTALE,2019-11-22,10086889
Lombardia,TOTALE,2019-11-23,10086978
Lombardia,TOTALE,2019-11-24,10087067
Lombardia,TOTALE,2019-11-25,10087156
Lombardia,TOTALE,2019-11-26,10087245
Lombardia,TOTALE,2019-11-27,10087334
Lombardia,TOTALE,2019-11-28,10087423
Lombardia,TOTALE,2019-11-29,10087512
Lombardia,TOTALE,2019-11-30,10087601
Lombardia,TOTALE,2019-12-01,10087690
Lombardia,TOTALE,2019-12-02,10087776
Lombardia,TOTALE,2019-12-03,10087862
Lombardia,TOTALE,2019-12-04,10087948
Lombardia,TOTALE,2019-12-05,10088034
Lombardia,TOTALE,2019-12-06,10088120
Lombardia,TOTALE,2019-12-07,10088206
Lombardia,TOTALE,2019-12-08,10088292
Lombardia,TOTALE,2019-12-09,10088379
Lombardia,TOTALE,2019-12-10,10088465
Lombardia,TOTALE,2019-12-11,10088551
Lombardia,TOTALE,2019-12-12,10088637
Lombardia,TOTALE,2019-12-13,10088723
Lombardia,TOTALE,2019-12-14,10088809
Lombardia,TOTALE,2019-12-15,10088895
Lombardia,TOTALE,2019-12-16,10088981
Lombardia,TOTALE,2019-12-17,10089068
Lombardia,TOTALE,2019-12-18,10089154
Lombardia,TOTALE,2019-12-19,10089240
Lombardia,TOTALE,2019-12-20,10089326
Lombardia,TOTALE,2019-12-21,10089412
Lombardia,TOTALE,2019-12-22,10089498
Lombardia,TOTALE,2019-12-23,10089584
Lombardia,TOTALE,2019-12-24,10089670
Lombardia,TOTALE,2019-12-25,10089757
Lombardia,TOTALE,2019-12-26,10089843
Lombardia,TOTALE,2019-12-27,10089929
Lombardia,TOTALE,2019-12-28,10090015
Lombardia,TOTALE,2019-12-29,10090101
Lombardia,TOTALE,2019-12-30,10090187
Lombardia,TOTALE,2019-12-31,10090273
Lombardia,TOTALE,2020-01-01,10090360
Lombardia,TOTALE,2020-01-02,10090446
Lombardia,TOTALE,2020-01-03,10090532
Lombardia,TOTALE,2020-01-04,10090618
Lombardia,TOTALE,2020-01-05,10090704
Lombardia,TOTALE,2020-01-06,10090790
Lombardia,TOTALE,2020-01-07,10090876
Lombardia,TOTALE,2020-01-08,10090962
Lombardia,TOTALE,2020-01-09,10091049
Lombardia,TOTALE,2020-01-10,10091135
Lombardia,TOTALE,2020-01-11,10091221
Lombardia,TOTALE,2020-01-12,10091307
Lombardia,TOTALE,2020-01-13,10091393
Lombardia,TOTALE,2020-01-14,10091479
Lombardia,TOTALE,2020-01-15,10091565
Lombardia,TOTALE,2020-01-16,10091651
Lombardia,TOTALE,2020-01-17,10091738
Lombardia,TOTALE,2020-01-18,10091824
Lombardia,TOTALE,2020-01-19,10091910
Lombardia,TOTALE,2020-01-20,10091996
Lombardia,TOTALE,2020-01-21,10092082
Lombardia,TOTALE,2020-01-22,10092168
Lombardia,TOTALE,2020-01-23,10092254
Lombardia,TOTALE,2020-01-24,10092340
Lombardia,TOTALE,2020-01-25,10092427
Lombardia,TOTALE,2020-01-26,10092513
Lombardia,TOTALE,2020-01-27,10092599
Lombardia,TOTALE,2020-01-28,10092685
Lombardia,TOTALE,2020-01-29,10092771
Lombardia,TOTALE,2020-01-30,10092857
Lombardia,TOTALE,2020-01-31,10092943
Lombardia,TOTALE,2020-02-01,10093030
Lombardia,TOTALE,2020-02-02,10093122
Lombardia,TOTALE,2020-02-03,10093214
Lombardia,TOTALE,2020-02-04,10093306
Lombardia,TOTALE,2020-02-05,10093398
Lombardia,TOTALE,2020-02-06,10093490
Lombardia,TOTALE,2020-02-07,10093582
Lombardia,TOTALE,2020-02-08,10093674
Lombardia,TOTALE,2020-02-09,10093766
Lombardia,TOTALE,2020-02-10,10093858
Lombardia,TOTALE,2020-02-11,10093950
Lombardia,TOTALE,2020-02-12,10094042
Lombardia,TOTALE,2020-02-13,10094134
Lombardia,TOTALE,2020-02-14,10094226
Lombardia,TOTALE,2020-02-15,10094318
Lombardia,TOTALE,2020-02-16,10094411
Lombardia,TOTALE,2020-02-17,10094503
Lombardia,TOTALE,2020-02-18,10094595
Lombardia,TOTALE,2020-02-19,10094687
Lombardia,TOTALE,2020-02-20,10094779
Lombardia,TOTALE,2020-02-21,10094871
Lombardia,TOTALE,2020-02-22,10094963
Lombardia,TOTALE,2020-02-23,10095055
Lombardia,TOTALE,2020-02-24,10095147
Lombardia,TOTALE,2020-02-25,10095239
Lombardia,TOTALE,2020-02-26,10095331
Lombardia,TOTALE,2020-02-27,10095423
Lombardia,TOTALE,2020-02-28,10095515
Lombardia,TOTALE,2020-02-29,10095607
Lombardia,TOTALE,2020-03-01,10095700
Lombardia,TOTALE,2020-03-02,10095786
Lombardia,TOTALE,2020-03-03,10095872
Lombardia,TOTALE,2020-03-04,10095958
Lombardia,TOTALE,2020-03-05,10096044
Lombardia,TOTALE,2020-03-06,10096130
Lombardia,TOTALE,2020-03-07,10096216
Lombardia,TOTALE,2020-03-08,10096302
Lombardia,TOTALE,2020-03-09,10096389
Lombardia,TOTALE,2020-03-10,10096475
Lombardia,TOTALE,2020-03-11,10096561
Lombardia,TOTALE,2020-03-12,10096647
Lombardia,TOTALE,2020-03-13,10096733
Lombardia,TOTALE,2020-03-14,10096819
Lombardia,TOTALE,2020-03-15,10096905
Lombardia,TOTALE,2020-03-16,10096991
Lombardia,TOTALE,2020-03-17,10097078
Lombardia,TOTALE,2020-03-18,10097164
Lombardia,TOTALE,2020-03-19,10097250
Lombardia,TOTALE,2020-03-20,10097336
Lombardia,TOTALE,2020-03-21,10097422
Lombardia,TOTALE,2020-03-22,10097508
Lombardia,TOTALE,2020-03-23,10097594
Lombardia,TOTALE,2020-03-24,10097680
Lombardia,TOTALE,2020-03-25,10097767
Lombardia,TOTALE,2020-03-26,10097853
Lombardia,TOTALE,2020-03-27,10097939
Lombardia,TOTALE,2020-03-28,10098025
Lombardia,TOTALE,2020-03-29,10098111
Lombardia,TOTALE,2020-03-30,10098197
Lombardia,TOTALE,2020-03-31,10098283
Lombardia,TOTALE,2020-04-01,10098370
